object_id,annotation_type,annotation_text,annotation_uri,fragment
218010001179,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001186,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001190,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001193,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001195,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001197,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001198,Page type,Enkel tekst op pagina,http://purl.org/vocab/nl/ubvu/OnlyTextPage,null
218010001199,Page type,Enkel tekst op pagina,http://purl.org/vocab/nl/ubvu/OnlyTextPage,null
218010001200,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001201,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001202,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001203,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001204,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001205,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001211,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001212,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001221,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001223,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001231,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001232,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001235,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001238,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001242,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001243,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001245,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001255,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001259,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001261,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001262,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001264,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001265,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001270,Page type,Enkel tekst op pagina,http://purl.org/vocab/nl/ubvu/OnlyTextPage,null
218010001276,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001278,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001283,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001294,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001296,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001303,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001304,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001305,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001306,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001307,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001308,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001309,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001312,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001319,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001323,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001324,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001325,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001329,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001330,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001333,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001334,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001337,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001339,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001340,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001341,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001343,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001344,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001345,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001346,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001348,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001349,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001350,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001351,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001352,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001355,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001362,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001364,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001366,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001367,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001369,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001371,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001373,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001374,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001376,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001380,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001383,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001384,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001387,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001389,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001390,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001396,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001397,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001398,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001399,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001400,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001402,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001403,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001406,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001407,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001409,Page type,Gedeeltijke illustratie op pagina,http://purl.org/vocab/nl/ubvu/PartialIllustrationPage,null
218010001410,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001411,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001413,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001422,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001423,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001429,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001434,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001437,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001438,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001439,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001442,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001443,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001447,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001448,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001455,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001458,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001459,Page type,Miniaturen en tekst op pagina,http://purl.org/vocab/nl/ubvu/IlluminatedCapitalsAndTextPage,null
218010001466,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001468,Page type,Kleine illustraties en tekst op pagina,http://purl.org/vocab/nl/ubvu/TextAndIllustrationPage,null
218010001469,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001470,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001473,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001474,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
218010001477,Page type,Paginavullende illustratie,http://purl.org/vocab/nl/ubvu/FullPageIllustration,null
218010001478,Page type,Lege pagina,http://purl.org/vocab/nl/ubvu/EmptyPage,null
